Hotel_name,name,rating,review
Hotel Santika Premiere Semarang,Bambang P Buditomo,5.0,"Great clean room, great food and great service. The room is classicly designed, more soundproofed than most of the hotels i stayed on, quite spacious with a divan near the window so you can lay and watch the view. Nice bathroom and very comfy bed. There's a book store next door if you want to pick some reading or stationeries. This hotel is always be my top choice whenever i travel to Semarang."
Hotel Santika Premiere Semarang,Teguh Sunyoto,1.0,"At check in, we asked receptionist to store breast milk in their freezer (we also already wrote word ""freezer"" in the plastic milk container) as we plan for 2 nights stay. For the information, it was a 700ml breast milk that was pumped by my wife during our 4 days trip prior to arriving to this hotel. In fact, we have also asked this (whether the hotel can store breast milk in their freezer) via phone before we book the room, and they confirm providing the service for their guest. It turned out, at check out, the hotel staff did not store our breast milk in the freezer instead they store it in a chiller and as a result our breast milk spoiled and can no longer be used/given to our baby. All the hotel staffs did just say sorry without any explanation, they don't understand how much effort my wife have done to pump that breast milk during our trip. The above was not the only disappointing experiences we had in this hotel.. on the morning when we ready to go for breakfast the electricity suddenly turn off for almost 1 hour.. as a result we must go down to the restaurant from 6th floor using emergency stair. Btw, I have my parent (78 and 65 years old) with me and also a 3 month baby with its stroller. This was a terrible experiences for our family. We also have to eat our breakfast without light. Overall, awful experiences in this hotel. Will definitely never go back.."
Hotel Santika Premiere Semarang,Josia Peranginangin,4.0,"Love the place strategic location (5 minutes to ""Simpang Lima"")..anything else? well it's an old hotel, so don't even think the ambience will be like nowadays hotel..but overall is Okay, the service is good, the room is quite large..Oh, one more thing i like is it next to Gramedia Book Store..haha!Rooms: 4/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Santika Premiere Semarang,T Ramanal,4.0,"Good hotel, with swimming pool near to Cafe, and a gym, it is located very closed to Simpang Lima, the epicenter of Semarang. Hotel amenities just good, with decent space and bathroom. The breakfast, mostly Indonesia cuisine fit to the taste."
Hotel Santika Premiere Semarang,Derek Chng,3.0,"Normal hotel. Was told is 4 stars but need to discount the level. Room is ok, slightly age, gym was big but all equipment are old. There is no treadmill at all. Mostly weights, bike. Morning breakfast all local delights, snacks, Indonesia kueh and dishes. A little of international like bread, salads and fruits."
Hotel Santika Premiere Semarang,Apri'e Tan,4.0,"Nice hotel, clean room, cold aircon, nice staff.Lets see tomorrow morning what they have for breakfast."
Hotel Santika Premiere Semarang,Henry Erik Estrada,3.0,"Old Hotel. Room is spacious and sound proof. Bathroom is great although I expect a bathtub than a mere shower for price range/hotel class. Bed and pillows are comfy, the divan are great for chillin while sipping hot tea or coffee. Windows are big. The water heater need to be replaced though as it is looked dirty and not healthy. Parking space is very limited and the arrangement is not good. Breakfast is so-so. Pool is ok, sauna available is a huge plus"
Hotel Santika Premiere Semarang,Salim Ezer,4.0,"Protocol covid applied very well , during my stay. Room so cleans and big. Staff very friendly and helpful. But breakfast menu is just OK."
Hotel Santika Premiere Semarang,Data data,4.0,"It is a wonderful place to stay, do ask for extensions cable and international adapters , and hair dryer if you need to charge multiple devices WiFi conditions very stable and fast. A bit difficult to move downstairs to car park as there is no lift. Breakfast menu was marvelous for local food, and they have a tower of variety of chilly. I mix all of them, and if you like sweet, just at the sweet soya sauce. The check in sometimes there is a hiccup, as the front desk team is new, it will improve in Timex I believe The cleanliness is ok"
Hotel Santika Premiere Semarang,Sarjono Bregas,5.0,"Amazing place for relaxation and refreshing. It's okay for business meeting, near to center of culinary"
Hotel Santika Premiere Semarang,Super Gags,4.0,My kind of standard hotel while visiting any cities in Indonesia... If they have Santika's then the others choices of hotel is an upgrade...
Hotel Santika Premiere Semarang,S Win,2.0,"An old hotel in the centre of semarang city, poor AC (because its to old or not been clean for a long time). The room had a bad aroma,, like an old warehouse not being open for a long time.. they should have prepare the room before the guest check in. The breakfast is quite okay, many choices for the food. The rate for weekdays avg is 700mio"
Hotel Santika Premiere Semarang,John Siaila,4.0,"The place is okay in general, with friendly, helpful hotel staff."
Hotel Santika Premiere Semarang,Ceria Cikitita,5.0,Very good hotel. Clean. Big room. Protokol kesehatan is good. Service excellence . Food taste above average. Recommended hotel to stay in semarang
Hotel Santika Premiere Semarang,George Adriaansz,3.0,"Santika Premiere was an old hotel that tried to has to competes with other new hotels in the center of Semarang city. The management applied generous and hospitality principle to the guest in order to fulfil the good image to their guests. The front desk staffs were good and responsive. The room was spacious and neat. The breakfast was delicious and provide many options of traditional dan contine tal menus. Event though, the maintenance of the room dan bathroom needed to improve because the bedcover was not change every day, the aircondition only operate in high speed fan mode, the towels spotted with dirty stain, and the shower taps were not postioned well (the shower switch was blocked by the hot water switch). The amenities were minimal."
Hotel Santika Premiere Semarang,Trieko Yananto,5.0,"Very recommended hotel which close to Simpang Lima and very kind services. There was sofa bed in deluxe room with fare price. I love breakfast menu especially nasi ayam and various jamu (kunir asam, beras kencur, temu lawak).One feedback, they did not have lift to parking area."
Hotel Santika Premiere Semarang,Mr. Satyahadi,4.0,"Stay here during community events, it’s such a nice hotel, yet feels classy. Located on the heart of the town. Near to Simpang Lima which have many culinary options. • • • Breakfast : 4.5 Room : 4 (classy touch) Parking lot : 3 (no basement) Staff Attitude : 4.5 (great mannered) Location : 5 (which is located on the center)"
Hotel Santika Premiere Semarang,Erry Noviyanto,4.0,Old building but nice.. strategic location..Rooms: 4/5 | Service: 4/5 | Location: 4/5 …More
Hotel Santika Premiere Semarang,Arifin Santoso,5.0,The room quite big and clean.. Good for family holiday or meeting occasion. The service persons at the front desk and restaurant are great. It is a good place a stay for business trip. It is a comfortable place .
Hotel Santika Premiere Semarang,Maya Dewi,4.0,Very nice hotel close to the center.It will be a bit problem if you come with the big group.There is no escalator from the parking to the lobby. All you need is load the luggages from parking to the lobby by hotel's car.
Hotel Santika Premiere Semarang,Yesaya Danu,4.0,"the room is quite big, you can add extra bed and still roomy. it's clean, and the breakfast is quite nice, various menus like others 4-stars hotel. well, you get what you pay for."
Hotel Santika Premiere Semarang,Arno “Rockerss07” Febrianto,5.0,"As usual , spend 2 night here , very friendly place , fabulous breakfast, reasonable prices , covid19 protocols enforcement. Thumbs up 👍🏻"
Hotel Santika Premiere Semarang,Am An,5.0,"great place, moreover if you want to spend a new year night without have to bother going out to the central park. you can see it from your room and enjoy a sip of hot drink they provide. everything is just good, worth the price"
Hotel Santika Premiere Semarang,Nevia Kencana,1.0,"Staying 3nite nothing really special in this hotel as it wasn't i expected. The service at the restaurant and room cleanliness need serious improvement and Your duty manager has to take serious action and solution when your customer gave you a bad experienced in the beginning. I was given room in 10th floor and that was like a bird house. No window, view as your advertisement website has it.finally stella moved us in good room. Thank u stella. Overall is ok"
Hotel Santika Premiere Semarang,Putu AP,4.0,"The staff are friendly. My room is quite big since it used to be an executive room but unfortunately there's no mirror in room except in the cupboard. And the bathroom is clogging everywhere, causing flood everytime we took a bath. The wash basin is also clogging."
